location,category_name,sub_category_url,sub_category_name,all_categories,Title,Number of Watchers,Price,Condtion,Page_url,item_number,'item_number',Start date of listing,End date of listing
"JP, Japan",Clothing-Shoes-Accessories,https://www.ebay.com/b/CHANEL/bn_21822039?_sop=10&mag=1&rt=nc&LH_Time=1&_ftrt=903&_ftrv=590&_salic=104&LH_LocatedIn=1,https://cl.ebay.com/b/CHANEL/bn_21822039?LH_LocatedIn=1&LH_Time=1&mag=1&rt=nc&_ftrt=903&_ftrv=590&_pgn=66&_salic=104&_sop=10,"Clothing, Shoes & Accessories > Women > Women's Shoes > Flats",Chanel Ballet Flat Coco Mark Leather Metallic Pink Size 36.5 US About6.5 Women,2,US $202.98,Pre-owned,https://www.ebay.com/itm/226254506384?itmmeta=01J43A77QP2P91EBWT09P95FFS&hash=item34add1c990:g:nsQAAOSwugtmaIGX,2.26255E+11,'226254506384',,
"JP, Japan",Clothing-Shoes-Accessories,https://www.ebay.com/b/CHANEL/bn_21822039?_sop=10&mag=1&rt=nc&LH_Time=1&_ftrt=903&_ftrv=590&_salic=104&LH_LocatedIn=1,https://cl.ebay.com/b/CHANEL/bn_21822039?LH_LocatedIn=1&LH_Time=1&mag=1&rt=nc&_ftrt=903&_ftrv=590&_pgn=66&_salic=104&_sop=10,"Clothing, Shoes & Accessories > Women > Women's Clothing > Sweaters",Chanel Flower Motif Sweater Gripoa Button Cashmere Knit Green Size 34 For Women,1,US $432.14,Pre-owned,https://www.ebay.com/itm/226254507022?itmmeta=01J43A77QPP1TVS0KS45K4Y760&hash=item34add1cc0e:g:kPEAAOSwD-dmaLGJ,2.26255E+11,'226254507022',,
"JP, Japan",Clothing-Shoes-Accessories,https://www.ebay.com/b/CHANEL/bn_21822039?_sop=10&mag=1&rt=nc&LH_Time=1&_ftrt=903&_ftrv=590&_salic=104&LH_LocatedIn=1,https://cl.ebay.com/b/CHANEL/bn_21822039?LH_LocatedIn=1&LH_Time=1&mag=1&rt=nc&_ftrt=903&_ftrv=590&_pgn=66&_salic=104&_sop=10,"Clothing, Shoes & Accessories > Women > Women's Clothing > Coats, Jackets & Vests",CHANEL No-collar Jacket Tweed Piping Tape nylon Black Elegant Size 40 For Women,3,US $642.46,Pre-owned,https://www.ebay.com/itm/226254507665?itmmeta=01J43A77QP9BQZTYH7M23GRP23&hash=item34add1ce91:g:eMEAAOSwa-xmaLyt,2.26255E+11,'226254507665',,
"JP, Japan",Clothing-Shoes-Accessories,https://www.ebay.com/b/CHANEL/bn_21822039?_sop=10&mag=1&rt=nc&LH_Time=1&_ftrt=903&_ftrv=590&_salic=104&LH_LocatedIn=1,https://cl.ebay.com/b/CHANEL/bn_21822039?LH_LocatedIn=1&LH_Time=1&mag=1&rt=nc&_ftrt=903&_ftrv=590&_pgn=66&_salic=104&_sop=10,"Clothing, Shoes & Accessories > Women > Women's Shoes > Flats",Chanel Low Cut Sneakers Shoes Coco Mark Off-white Black Size 35 US About5 Women,1,US $252.94,Pre-owned,https://www.ebay.com/itm/226254508086?itmmeta=01J43A77QPZPPPMM9EAXDHW6JJ&hash=item34add1d036:g:mFUAAOSwvt1maMEY,2.26255E+11,'226254508086',,
"JP, Japan",Clothing-Shoes-Accessories,https://www.ebay.com/b/CHANEL/bn_21822039?_sop=10&mag=1&rt=nc&LH_Time=1&_ftrt=903&_ftrv=590&_salic=104&LH_LocatedIn=1,https://cl.ebay.com/b/CHANEL/bn_21822039?LH_LocatedIn=1&LH_Time=1&mag=1&rt=nc&_ftrt=903&_ftrv=590&_pgn=66&_salic=104&_sop=10,"Clothing, Shoes & Accessories > Women > Women's Shoes > Flats",Chanel Pumps Flat Shoes CC Logo Embroidery Beige Size 35.5 US About5.5 For Women,6,US $149.65,Pre-owned,https://www.ebay.com/itm/226254513823?itmmeta=01J43A77QN10MNBDXX24615AGF&hash=item34add1e69f:g:bicAAOSwzs9maZ0-,2.26255E+11,'226254513823',,
"JP, Japan",Clothing-Shoes-Accessories,https://www.ebay.com/b/CHANEL/bn_21822039?_sop=10&mag=1&rt=nc&LH_Time=1&_ftrt=903&_ftrv=590&_salic=104&LH_LocatedIn=1,https://cl.ebay.com/b/CHANEL/bn_21822039?LH_LocatedIn=1&LH_Time=1&mag=1&rt=nc&_ftrt=903&_ftrv=590&_pgn=66&_salic=104&_sop=10,"Clothing, Shoes & Accessories > Women > Women's Shoes > Flats",Chanel Sandals Cork Wedge Sole Coco Mark Black Size 36.5 US About6.5 For Women,1,US $185.13,Pre-owned,https://www.ebay.com/itm/226254514047?itmmeta=01J43A77QNCX4AETQ0HQBZGG5Y&hash=item34add1e77f:g:fF8AAOSwJmpmaZ6S,2.26255E+11,'226254514047',,
"JP, Japan",Clothing-Shoes-Accessories,https://www.ebay.com/b/CHANEL/bn_21822039?_sop=10&mag=1&rt=nc&LH_Time=1&_ftrt=903&_ftrv=590&_salic=104&LH_LocatedIn=1,https://cl.ebay.com/b/CHANEL/bn_21822039?LH_LocatedIn=1&LH_Time=1&mag=1&rt=nc&_ftrt=903&_ftrv=590&_pgn=66&_salic=104&_sop=10,"Clothing, Shoes & Accessories > Women > Women's Shoes > Flats",Chanel Pumps Flat Shoes Stitch Coco Mark Black Size 36.5 US About6.5 For Women,1,US $202.34,Pre-owned,https://www.ebay.com/itm/226254514109?itmmeta=01J43A77QND8RN0CPTDE9G06ER&hash=item34add1e7bd:g:UFEAAOSwGqFmaaTD,2.26255E+11,'226254514109',,
"JP, Japan",Clothing-Shoes-Accessories,https://www.ebay.com/b/CHANEL/bn_21822039?_sop=10&mag=1&rt=nc&LH_Time=1&_ftrt=903&_ftrv=590&_salic=104&LH_LocatedIn=1,https://cl.ebay.com/b/CHANEL/bn_21822039?LH_LocatedIn=1&LH_Time=1&mag=1&rt=nc&_ftrt=903&_ftrv=590&_pgn=66&_salic=104&_sop=10,"Clothing, Shoes & Accessories > Women > Women's Shoes > Flats",Chanel leather quilted side zip long boots beautiful item Size39 US About9 Women,1,US $419.90,Pre-owned,https://www.ebay.com/itm/226254514529?itmmeta=01J43A77QNPKG035K0GZ4MD65H&hash=item34add1e961:g:JMgAAOSwRSdmgyri,2.26255E+11,'226254514529',,
Japan,Clothing-Shoes-Accessories,https://www.ebay.com/b/Rolex/bn_21834331?_sop=10&mag=1&rt=nc&LH_Time=1&_ftrt=903&_ftrv=590&_salic=104&LH_LocatedIn=1,https://cl.ebay.com/b/Rolex/bn_21834331?LH_LocatedIn=1&LH_Time=1&mag=1&rt=nc&_ftrt=903&_ftrv=590&_pgn=65&_salic=104&_sop=10,"Jewelry & Watches > Watches, Parts & Accessories > Watches > Wristwatches > Rolex > Rolex Datejust Watches > Rolex Datejust 16253",Rolex Datejust Thunderbird 16253 #RI183,1,"US $6,063.76",Pre-owned,https://www.ebay.com/itm/135151018861?itmmeta=01J43A75M212GZ1W6ESJ1SBXNR&hash=item1f77a0e36d:g:I5sAAOSwr-hmlwWm,1.35151E+11,'135151018861',,
Japan,Clothing-Shoes-Accessories,https://www.ebay.com/b/Rolex/bn_21834331?_sop=10&mag=1&rt=nc&LH_Time=1&_ftrt=903&_ftrv=590&_salic=104&LH_LocatedIn=1,https://cl.ebay.com/b/Rolex/bn_21834331?LH_LocatedIn=1&LH_Time=1&mag=1&rt=nc&_ftrt=903&_ftrv=590&_pgn=65&_salic=104&_sop=10,"Jewelry & Watches > Watches, Parts & Accessories > Watches > Wristwatches > Rolex > Rolex Explorer II Watches > Rolex Explorer II 216570",Rolex Explorer 2 216570 #RI094,1,"US $13,714.71",Pre-owned,https://www.ebay.com/itm/135151018835?itmmeta=01J43A75M2RRSJA33P2JVXA6JV&hash=item1f77a0e353:g:QQgAAOSw5gZmlwWi,1.35151E+11,'135151018835',,
Japan,Clothing-Shoes-Accessories,https://www.ebay.com/b/Rolex/bn_21834331?_sop=10&mag=1&rt=nc&LH_Time=1&_ftrt=903&_ftrv=590&_salic=104&LH_LocatedIn=1,https://cl.ebay.com/b/Rolex/bn_21834331?LH_LocatedIn=1&LH_Time=1&mag=1&rt=nc&_ftrt=903&_ftrv=590&_pgn=65&_salic=104&_sop=10,"Jewelry & Watches > Watches, Parts & Accessories > Watches > Wristwatches > Rolex > Rolex Oysterdate Precision 6694 > See more Rolex Oysterdate Precision 6694",Rolex Oyster Date 6694 Tritium #RI278,1,"US $3,154.62",Pre-owned,https://www.ebay.com/itm/145894642704?epid=3063320676&itmmeta=01J43A75M22P22Y7GZR0XX7NNB&hash=item21f7ff9410:g:L4gAAOSwaVdmlwYf,1.45895E+11,'145894642704',,
Japan,Clothing-Shoes-Accessories,https://www.ebay.com/b/Rolex/bn_21834331?_sop=10&mag=1&rt=nc&LH_Time=1&_ftrt=903&_ftrv=590&_salic=104&LH_LocatedIn=1,https://cl.ebay.com/b/Rolex/bn_21834331?LH_LocatedIn=1&LH_Time=1&mag=1&rt=nc&_ftrt=903&_ftrv=590&_pgn=65&_salic=104&_sop=10,"Jewelry & Watches > Watches, Parts & Accessories > Watches > Wristwatches > Rolex > Rolex Date Watches > Rolex Date 1500",Rolex Perpetual Date 1500 Cal.1560 Butterfly Rotor #RI277,1,"US $3,236.56",Pre-owned,https://www.ebay.com/itm/135151018923?itmmeta=01J43A75M293YP083V96PGPZDE&hash=item1f77a0e3ab:g:lfkAAOSw3uJmlwXm,1.35151E+11,'135151018923',,
Japan,Clothing-Shoes-Accessories,https://www.ebay.com/b/Rolex/bn_21834331?_sop=10&mag=1&rt=nc&LH_Time=1&_ftrt=903&_ftrv=590&_salic=104&LH_LocatedIn=1,https://cl.ebay.com/b/Rolex/bn_21834331?LH_LocatedIn=1&LH_Time=1&mag=1&rt=nc&_ftrt=903&_ftrv=590&_pgn=65&_salic=104&_sop=10,"Jewelry & Watches > Watches, Parts & Accessories > Watches > Wristwatches > Rolex > Rolex Oyster Perpetual Watches > Rolex Oyster Perpetual 77080",Rolex Oyster Perpetual 77080 D #RI252,1,"US $3,769.22",Pre-owned,https://www.ebay.com/itm/135151018921?itmmeta=01J43A75M2F7NVK0QJ2QKP3YA5&hash=item1f77a0e3a9:g:j0AAAOSwraJmlwWk,1.35151E+11,'135151018921',,
Japan,Clothing-Shoes-Accessories,https://www.ebay.com/b/Rolex/bn_21834331?_sop=10&mag=1&rt=nc&LH_Time=1&_ftrt=903&_ftrv=590&_salic=104&LH_LocatedIn=1,https://cl.ebay.com/b/Rolex/bn_21834331?LH_LocatedIn=1&LH_Time=1&mag=1&rt=nc&_ftrt=903&_ftrv=590&_pgn=65&_salic=104&_sop=10,"Jewelry & Watches > Watches, Parts & Accessories > Watches > Wristwatches",Rolex Submariner Date 16610 E Tritium #RI123,1,"US $10,688.24",Pre-owned,https://www.ebay.com/itm/145894642751?itmmeta=01J43A75M23B9DGK3EKZSEGG05&hash=item21f7ff943f:g:QS4AAOSwNxxmmWoq,1.45895E+11,'145894642751',,
Japan,Clothing-Shoes-Accessories,https://www.ebay.com/b/Rolex/bn_21834331?_sop=10&mag=1&rt=nc&LH_Time=1&_ftrt=903&_ftrv=590&_salic=104&LH_LocatedIn=1,https://cl.ebay.com/b/Rolex/bn_21834331?LH_LocatedIn=1&LH_Time=1&mag=1&rt=nc&_ftrt=903&_ftrv=590&_pgn=65&_salic=104&_sop=10,"Jewelry & Watches > Watches, Parts & Accessories > Watches > Wristwatches > Rolex > Rolex Date - Datejust 15037",Rolex Oyster Perpetual Date M15037 Shiny Gold Letters K14YG 96 #U106,1,"US $13,984.31",Pre-owned,https://www.ebay.com/itm/145894759613?itmmeta=01J43A75M29BYH76P28BP02YD7&hash=item21f8015cbd:g:XIkAAOSwwbxmlx1U,1.45895E+11,'145894759613',,
Japan,Clothing-Shoes-Accessories,https://www.ebay.com/b/Rolex/bn_21834331?_sop=10&mag=1&rt=nc&LH_Time=1&_ftrt=903&_ftrv=590&_salic=104&LH_LocatedIn=1,https://cl.ebay.com/b/Rolex/bn_21834331?LH_LocatedIn=1&LH_Time=1&mag=1&rt=nc&_ftrt=903&_ftrv=590&_pgn=65&_salic=104&_sop=10,"Jewelry & Watches > Watches, Parts & Accessories > Watches > Wristwatches > Rolex > Rolex Submariner Date 126610",Rolex Submariner Date 126610LV Automatic #U060,1,"US $20,847.65",Pre-owned,https://www.ebay.com/itm/145894759602?itmmeta=01J43A75M1M1A0D3P61WVVCGEQ&hash=item21f8015cb2:g:mOAAAOSwWaVmlx0S,1.45895E+11,'145894759602',,
Japan,Clothing-Shoes-Accessories,https://www.ebay.com/b/Rolex/bn_21834331?_sop=10&mag=1&rt=nc&LH_Time=1&_ftrt=903&_ftrv=590&_salic=104&LH_LocatedIn=1,https://cl.ebay.com/b/Rolex/bn_21834331?LH_LocatedIn=1&LH_Time=1&mag=1&rt=nc&_ftrt=903&_ftrv=590&_pgn=65&_salic=104&_sop=10,"Jewelry & Watches > Watches, Parts & Accessories > Watches > Wristwatches > Rolex > Rolex Cosmograph Daytona Watches > Rolex Cosmograph Daytona 116520",Rolex Cosmograph Daytona 116520 APH Dial Automatic #U041,1,"US $25,412.71",Pre-owned,https://www.ebay.com/itm/145894759593?itmmeta=01J43A75M1751KK5P1RXB686FA&hash=item21f8015ca9:g:IJgAAOSwwEhmlx2R,1.45895E+11,'145894759593',,
"Hyogo, Japan",Clothing-Shoes-Accessories,https://www.ebay.com/b/CHANEL/bn_21822039?_sop=10&mag=1&rt=nc&LH_Time=1&_ftrt=903&_ftrv=590&_salic=104&LH_LocatedIn=1,https://cl.ebay.com/b/CHANEL/bn_21822039?LH_LocatedIn=1&LH_Time=1&mag=1&rt=nc&_ftrt=903&_ftrv=590&_pgn=65&_salic=104&_sop=10,"Clothing, Shoes & Accessories > Women > Women's Clothing > Sweaters",CHANEL P40668K Bicolor Chain COCO Button Cardigan Knit cardigan,1,US $756.00,Pre-owned,https://www.ebay.com/itm/266916400633?itmmeta=01J43A73GP5RQERX2DE91PFRQ3&hash=item3e25750df9:g:uakAAOSw5ShmnbqF,2.66916E+11,'266916400633',,
"fukuoka, Japan",Clothing-Shoes-Accessories,https://www.ebay.com/b/CHANEL/bn_21822039?_sop=10&mag=1&rt=nc&LH_Time=1&_ftrt=903&_ftrv=590&_salic=104&LH_LocatedIn=1,https://cl.ebay.com/b/CHANEL/bn_21822039?LH_LocatedIn=1&LH_Time=1&mag=1&rt=nc&_ftrt=903&_ftrv=590&_pgn=65&_salic=104&_sop=10,"Clothing, Shoes & Accessories > Women > Women's Accessories > Wallets",CHANEL Compact Wallet Icon A24212 Beige Lambskin Double Hook Auth,1,US $145.00,Pre-owned,https://www.ebay.com/itm/387226157038?itmmeta=01J43A73GPD81D2FQBYR4KYK51&hash=item5a287a3fee:g:VMUAAOSwElNmKXTd,3.87226E+11,'387226157038',,
"Hyogo, Japan",Clothing-Shoes-Accessories,https://www.ebay.com/b/CHANEL/bn_21822039?_sop=10&mag=1&rt=nc&LH_Time=1&_ftrt=903&_ftrv=590&_salic=104&LH_LocatedIn=1,https://cl.ebay.com/b/CHANEL/bn_21822039?LH_LocatedIn=1&LH_Time=1&mag=1&rt=nc&_ftrt=903&_ftrv=590&_pgn=65&_salic=104&_sop=10,"Clothing, Shoes & Accessories > Women > Women's Clothing > Sweaters",CHANEL P40668K Bicolor Chain COCO Button Cardigan Knit cardigan,1,"AU $1,340.00",Pre-owned,https://www.ebay.com/itm/355889107181?itmmeta=01J43A73GPXRWH8SQ37NG9MSGK&hash=item52dca4d0ed:g:JbAAAOSwTJBmnb7x,3.55889E+11,'355889107181',,
Japan,Clothing-Shoes-Accessories,https://www.ebay.com/b/CHANEL/bn_21822039?_sop=10&mag=1&rt=nc&LH_Time=1&_ftrt=903&_ftrv=590&_salic=104&LH_LocatedIn=1,https://cl.ebay.com/b/CHANEL/bn_21822039?LH_LocatedIn=1&LH_Time=1&mag=1&rt=nc&_ftrt=903&_ftrv=590&_pgn=65&_salic=104&_sop=10,"Clothing, Shoes & Accessories > Women > Women's Bags & Handbags",Chanel Boy Chanel Chain Shoulder Bag #T105,2,"US $3,294.22",Pre-owned,https://www.ebay.com/itm/145904252208?itmmeta=01J43A73GP3BTHHWK5G2H8JNWT&hash=item21f8923530:g:hS8AAOSwqCZmncRD,1.45904E+11,'145904252208',,
Japan,Clothing-Shoes-Accessories,https://www.ebay.com/b/CHANEL/bn_21822039?_sop=10&mag=1&rt=nc&LH_Time=1&_ftrt=903&_ftrv=590&_salic=104&LH_LocatedIn=1,https://cl.ebay.com/b/CHANEL/bn_21822039?LH_LocatedIn=1&LH_Time=1&mag=1&rt=nc&_ftrt=903&_ftrv=590&_pgn=65&_salic=104&_sop=10,"Clothing, Shoes & Accessories > Women > Women's Bags & Handbags",Chanel Boy Chanel 2way chain tote bag 2way bag #T048,1,"US $5,238.54",Pre-owned,https://www.ebay.com/itm/145904252179?itmmeta=01J43A73GNQYBN4BNF4MTW2P1Y&hash=item21f8923513:g:LpQAAOSwFTtmncQv,1.45904E+11,'145904252179',,
Japan,Clothing-Shoes-Accessories,https://www.ebay.com/b/CHANEL/bn_21822039?_sop=10&mag=1&rt=nc&LH_Time=1&_ftrt=903&_ftrv=590&_salic=104&LH_LocatedIn=1,https://cl.ebay.com/b/CHANEL/bn_21822039?LH_LocatedIn=1&LH_Time=1&mag=1&rt=nc&_ftrt=903&_ftrv=590&_pgn=65&_salic=104&_sop=10,"Clothing, Shoes & Accessories > Women > Women's Bags & Handbags",Chanel Matrasse chain tote bag #T146,1,"US $2,871.54",Pre-owned,https://www.ebay.com/itm/145904252270?itmmeta=01J43A73GNCRVVJB8QQMSYZ340&hash=item21f892356e:g:IIEAAOSwKv5mncQb,1.45904E+11,'145904252270',,
Japan,Clothing-Shoes-Accessories,https://www.ebay.com/b/CHANEL/bn_21822039?_sop=10&mag=1&rt=nc&LH_Time=1&_ftrt=903&_ftrv=590&_salic=104&LH_LocatedIn=1,https://cl.ebay.com/b/CHANEL/bn_21822039?LH_LocatedIn=1&LH_Time=1&mag=1&rt=nc&_ftrt=903&_ftrv=590&_pgn=65&_salic=104&_sop=10,"Clothing, Shoes & Accessories > Women > Women's Bags & Handbags",Chanel Coco Mark Chain Shoulder Bag #T014,1,"US $7,351.92",Pre-owned,https://www.ebay.com/itm/145904252177?itmmeta=01J43A73GMPWG05CTZ7Z5VTG7S&hash=item21f8923511:g:yU4AAOSwZZlmncOX,1.45904E+11,'145904252177',,
Japan,Clothing-Shoes-Accessories,https://www.ebay.com/b/CHANEL/bn_21822039?_sop=10&mag=1&rt=nc&LH_Time=1&_ftrt=903&_ftrv=590&_salic=104&LH_LocatedIn=1,https://cl.ebay.com/b/CHANEL/bn_21822039?LH_LocatedIn=1&LH_Time=1&mag=1&rt=nc&_ftrt=903&_ftrv=590&_pgn=65&_salic=104&_sop=10,"Clothing, Shoes & Accessories > Women > Women's Bags & Handbags > See more CHANEL MATELASSE Classic Handbag 25 A01112 Cha...",Chanel Matrasse Classic Handbag 25 A01112 Chain Shoulder Bag #T165,2,"US $2,702.47",Pre-owned,https://www.ebay.com/itm/135157858338?epid=1163083879&itmmeta=01J43A73GMQJJF7JB68AQXQRY9&hash=item1f78094022:g:6RgAAOSwdJZmncOb,1.35158E+11,'135157858338',,
Japan,Clothing-Shoes-Accessories,https://www.ebay.com/b/Rolex/bn_21834331?_sop=10&mag=1&rt=nc&LH_Time=1&_ftrt=903&_ftrv=590&_salic=104&LH_LocatedIn=1,https://cl.ebay.com/b/Rolex/bn_21834331?LH_LocatedIn=1&LH_Time=1&mag=1&rt=nc&_ftrt=903&_ftrv=590&_pgn=64&_salic=104&_sop=10,"Jewelry & Watches > Watches, Parts & Accessories > Watches > Wristwatches > Rolex > Rolex Day Date 18039",Rolex Day Date 1803/9 90 60s Automatic Men's #U130,1,"US $11,560.11",Pre-owned,https://www.ebay.com/itm/135151141934?itmmeta=01J43A71KYZNEQ59XH97Y7W1W1&hash=item1f77a2c42e:g:Q7gAAOSw1fZmlxzd,1.35151E+11,'135151141934',,
Japan,Clothing-Shoes-Accessories,https://www.ebay.com/b/Rolex/bn_21834331?_sop=10&mag=1&rt=nc&LH_Time=1&_ftrt=903&_ftrv=590&_salic=104&LH_LocatedIn=1,https://cl.ebay.com/b/Rolex/bn_21834331?LH_LocatedIn=1&LH_Time=1&mag=1&rt=nc&_ftrt=903&_ftrv=590&_pgn=64&_salic=104&_sop=10,"Jewelry & Watches > Watches, Parts & Accessories > Watches > Wristwatches",Rolex Submariner 114060 Random Automatic Men's #U117,1,"US $12,662.02",Pre-owned,https://www.ebay.com/itm/135151141929?itmmeta=01J43A71KYE045A0ABVX4AJ29R&hash=item1f77a2c429:g:OQ0AAOSwjhpmlx2a,1.35151E+11,'135151141929',,
Japan,Clothing-Shoes-Accessories,https://www.ebay.com/b/Rolex/bn_21834331?_sop=10&mag=1&rt=nc&LH_Time=1&_ftrt=903&_ftrv=590&_salic=104&LH_LocatedIn=1,https://cl.ebay.com/b/Rolex/bn_21834331?LH_LocatedIn=1&LH_Time=1&mag=1&rt=nc&_ftrt=903&_ftrv=590&_pgn=64&_salic=104&_sop=10,"Jewelry & Watches > Watches, Parts & Accessories > Watches > Wristwatches > Rolex > Rolex GMT Master 1675",Rolex GMT-Master 1675 Mirror Red Blue 10 GILT Mini Hands #U047,1,"US $23,995.96",Pre-owned,https://www.ebay.com/itm/135151141898?itmmeta=01J43A71KYW204QX03HWD56X6F&hash=item1f77a2c40a:g:e9EAAOSw5N9mlx0J,1.35151E+11,'135151141898',,
Japan,Clothing-Shoes-Accessories,https://www.ebay.com/b/Rolex/bn_21834331?_sop=10&mag=1&rt=nc&LH_Time=1&_ftrt=903&_ftrv=590&_salic=104&LH_LocatedIn=1,https://cl.ebay.com/b/Rolex/bn_21834331?LH_LocatedIn=1&LH_Time=1&mag=1&rt=nc&_ftrt=903&_ftrv=590&_pgn=64&_salic=104&_sop=10,"Jewelry & Watches > Watches, Parts & Accessories > Watches > Wristwatches > Rolex > Rolex Oysterdate Precision 6694 > See more Rolex Oysterdate Precision 6694",Rolex Oyster Date 6694 57 Men's #U298,8,"US $2,807.57",Pre-owned,https://www.ebay.com/itm/145894759726?epid=3063320676&itmmeta=01J43A71KYJBB7SJ188SEKEGN5&hash=item21f8015d2e:g:IywAAOSw~Bxmlx2D,1.45895E+11,'145894759726',,
Japan,Clothing-Shoes-Accessories,https://www.ebay.com/b/Rolex/bn_21834331?_sop=10&mag=1&rt=nc&LH_Time=1&_ftrt=903&_ftrv=590&_salic=104&LH_LocatedIn=1,https://cl.ebay.com/b/Rolex/bn_21834331?LH_LocatedIn=1&LH_Time=1&mag=1&rt=nc&_ftrt=903&_ftrv=590&_pgn=64&_salic=104&_sop=10,"Jewelry & Watches > Watches, Parts & Accessories > Watches > Wristwatches > Rolex > Rolex Explorer I 114270",Rolex Explorer 1 114270 F Automatic Men's #U187,1,"US $6,754.12",Pre-owned,https://www.ebay.com/itm/145894759668?itmmeta=01J43A71KYE53622MVAWDQ9NQB&hash=item21f8015cf4:g:fOMAAOSwSRtmlx0c,1.45895E+11,'145894759668',,
Japan,Clothing-Shoes-Accessories,https://www.ebay.com/b/Rolex/bn_21834331?_sop=10&mag=1&rt=nc&LH_Time=1&_ftrt=903&_ftrv=590&_salic=104&LH_LocatedIn=1,https://cl.ebay.com/b/Rolex/bn_21834331?LH_LocatedIn=1&LH_Time=1&mag=1&rt=nc&_ftrt=903&_ftrv=590&_pgn=64&_salic=104&_sop=10,"Jewelry & Watches > Watches, Parts & Accessories > Watches > Wristwatches > Rolex > Rolex Explorer II Watches > Rolex Explorer II 16570",Rolex Explorer 2 16570 Y Automatic #U164,1,"US $8,647.91",Pre-owned,https://www.ebay.com/itm/135151141972?itmmeta=01J43A71KXHBWGQTC649CW24GB&hash=item1f77a2c454:g:StMAAOSwEqpmlx2Z,1.35151E+11,'135151141972',,
Japan,Clothing-Shoes-Accessories,https://www.ebay.com/b/Rolex/bn_21834331?_sop=10&mag=1&rt=nc&LH_Time=1&_ftrt=903&_ftrv=590&_salic=104&LH_LocatedIn=1,https://cl.ebay.com/b/Rolex/bn_21834331?LH_LocatedIn=1&LH_Time=1&mag=1&rt=nc&_ftrt=903&_ftrv=590&_pgn=64&_salic=104&_sop=10,"Jewelry & Watches > Watches, Parts & Accessories > Watches > Wristwatches > Rolex > Rolex Submariner No Date 14060",Rolex Submariner 14060 BK Tritium Automatic W 1994 Manufacture Men's #U154,2,"US $9,749.82",Pre-owned,https://www.ebay.com/itm/135151141967?itmmeta=01J43A71KXRG6ZGZEC2MSJ54XN&hash=item1f77a2c44f:g:DncAAOSwF9Bmlx0e,1.35151E+11,'135151141967',,
Japan,Clothing-Shoes-Accessories,https://www.ebay.com/b/Rolex/bn_21834331?_sop=10&mag=1&rt=nc&LH_Time=1&_ftrt=903&_ftrv=590&_salic=104&LH_LocatedIn=1,https://cl.ebay.com/b/Rolex/bn_21834331?LH_LocatedIn=1&LH_Time=1&mag=1&rt=nc&_ftrt=903&_ftrv=590&_pgn=64&_salic=104&_sop=10,"Jewelry & Watches > Watches, Parts & Accessories > Watches > Wristwatches",Rolex Day Date 1803 31 Yellow Gold Automatic Men's #U134,1,"US $11,009.15",Pre-owned,https://www.ebay.com/itm/135151141956?itmmeta=01J43A71KXCX90WRXV5A8V0NNK&hash=item1f77a2c444:g:7U0AAOSwvFtmlx19,1.35151E+11,'135151141956',,
"Nagasaki, Japan",Clothing-Shoes-Accessories,https://www.ebay.com/b/Rolex/bn_21834331?_sop=10&mag=1&rt=nc&LH_Time=1&_ftrt=903&_ftrv=590&_salic=104&LH_LocatedIn=1,https://cl.ebay.com/b/Rolex/bn_21834331?LH_LocatedIn=1&LH_Time=1&mag=1&rt=nc&_ftrt=903&_ftrv=590&_pgn=64&_salic=104&_sop=10,"Jewelry & Watches > Watches, Parts & Accessories > Watches > Wristwatches",Rolex Chronometer Certificate Guarantee Paper,1,US $135.00,Pre-owned,https://www.ebay.com/itm/226247358877?itmmeta=01J43A71KXGE7VRQ0G710PRC3N&hash=item34ad64b99d:g:W20AAOSwpqJmlyaH,2.26247E+11,'226247358877',,
"Japan, Japan",Clothing-Shoes-Accessories,https://www.ebay.com/b/Rolex/bn_21834331?_sop=10&mag=1&rt=nc&LH_Time=1&_ftrt=903&_ftrv=590&_salic=104&LH_LocatedIn=1,https://cl.ebay.com/b/Rolex/bn_21834331?LH_LocatedIn=1&LH_Time=1&mag=1&rt=nc&_ftrt=903&_ftrv=590&_pgn=64&_salic=104&_sop=10,"Jewelry & Watches > Watches, Parts & Accessories > Watches > Wristwatches > Rolex > Rolex Oysterdate Precision 6694 > See more Rolex Oysterdate Precision 6694",ROLEX Oyster Date 6694 cal.1225 watch men TO147226,4,"US $2,889.92",Pre-owned,https://www.ebay.com/itm/186570844445?epid=3063320676&itmmeta=01J43A71KXB5B2MRZXRY44ZTW6&hash=item2b707d291d:g:GJcAAOSwC5pmlzZd,1.86571E+11,'186570844445',,
"Japan, Japan",Clothing-Shoes-Accessories,https://www.ebay.com/b/Rolex/bn_21834331?_sop=10&mag=1&rt=nc&LH_Time=1&_ftrt=903&_ftrv=590&_salic=104&LH_LocatedIn=1,https://cl.ebay.com/b/Rolex/bn_21834331?LH_LocatedIn=1&LH_Time=1&mag=1&rt=nc&_ftrt=903&_ftrv=590&_pgn=64&_salic=104&_sop=10,"Jewelry & Watches > Watches, Parts & Accessories > Watches > Wristwatches",ROLEX Oyster Perpetual Datejust Cal.1570 1601 watch men TO147224,4,"US $3,470.72",Pre-owned,https://www.ebay.com/itm/186570844435?itmmeta=01J43A71KXTZP1XEBDHXFC1JPV&hash=item2b707d2913:g:-y4AAOSw74pmlzYl,1.86571E+11,'186570844435',,
